"clubsize","club","clubindex","Brazil","China","EU","India","Japan","ROW","US","shock","country","welfare","importer","cgroup","rawshock"
1,1,"1:1",1,0,0,0,0,0,0,8,6,0.998889972631575,"ROW","6.1",0.32
1,1,"1:1",1,0,0,0,0,0,0,34,5,0.999734883597192,"Japan","5.1",0.58
1,1,"1:1",1,0,0,0,0,0,0,15,4,0.999817860531147,"India","4.1",0.39
1,1,"1:1",1,0,0,0,0,0,0,30,7,0.999320403180668,"US","7.1",0.54
1,1,"1:1",1,0,0,0,0,0,0,21,6,0.998572949408095,"ROW","6.1",0.45
1,1,"1:1",1,0,0,0,0,0,0,41,3,0.998970469542244,"EU","3.1",0.65
1,1,"1:1",1,0,0,0,0,0,0,26,7,0.99935534275455,"US","7.1",0.5
1,1,"1:1",1,0,0,0,0,0,0,5,2,0.999758197041457,"China","2.1",0.29
1,1,"1:1",1,0,0,0,0,0,0,39,4,0.999750064694752,"India","4.1",0.63
1,1,"1:1",1,0,0,0,0,0,0,32,4,0.999767658775514,"India","4.1",0.56
1,1,"1:1",1,0,0,0,0,0,0,35,4,0.999759926982451,"India","4.1",0.59
1,1,"1:1",1,0,0,0,0,0,0,33,3,0.999051952652025,"EU","3.1",0.57
1,1,"1:1",1,0,0,0,0,0,0,16,4,0.999814564609511,"India","4.1",0.4
1,1,"1:1",1,0,0,0,0,0,0,22,3,0.999178492440432,"EU","3.1",0.46
1,1,"1:1",1,0,0,0,0,0,0,15,6,0.998712171356895,"ROW","6.1",0.39
1,1,"1:1",1,0,0,0,0,0,0,12,2,0.999714773226905,"China","2.1",0.36
1,1,"1:1",1,0,0,0,0,0,0,12,3,0.999311085492605,"EU","3.1",0.36
1,1,"1:1",1,0,0,0,0,0,0,12,1,1.00958952467869,"Brazil","1.1",0.36
1,1,"1:1",1,0,0,0,0,0,0,28,3,0.999107216965346,"EU","3.1",0.52
1,1,"1:1",1,0,0,0,0,0,0,7,2,0.999745329314022,"China","2.1",0.31
1,1,"1:1",1,0,0,0,0,0,0,7,1,1.00922685534555,"Brazil","1.1",0.31
1,1,"1:1",1,0,0,0,0,0,0,4,6,0.998999930795576,"ROW","6.1",0.28
1,1,"1:1",1,0,0,0,0,0,0,29,6,0.998403781056913,"ROW","6.1",0.53
1,1,"1:1",1,0,0,0,0,0,0,26,2,0.999639834230286,"China","2.1",0.5
1,1,"1:1",1,0,0,0,0,0,0,39,6,0.998215056351624,"ROW","6.1",0.63
1,1,"1:1",1,0,0,0,0,0,0,26,3,0.999130347368888,"EU","3.1",0.5
1,1,"1:1",1,0,0,0,0,0,0,14,3,0.999283052941446,"EU","3.1",0.38
1,1,"1:1",1,0,0,0,0,0,0,27,2,0.999635004144658,"China","2.1",0.51
1,1,"1:1",1,0,0,0,0,0,0,7,5,0.999828740047377,"Japan","5.1",0.31
1,1,"1:1",1,0,0,0,0,0,0,41,6,0.998179990767275,"ROW","6.1",0.65
1,1,"1:1",1,0,0,0,0,0,0,7,3,0.999384838642132,"EU","3.1",0.31
1,1,"1:1",1,0,0,0,0,0,0,28,1,1.00968125637232,"Brazil","1.1",0.52
1,1,"1:1",1,0,0,0,0,0,0,10,3,0.999339939496299,"EU","3.1",0.34
1,1,"1:1",1,0,0,0,0,0,0,6,2,0.999751715068673,"China","2.1",0.3
1,1,"1:1",1,0,0,0,0,0,0,6,4,0.999849856948159,"India","4.1",0.3
1,1,"1:1",1,0,0,0,0,0,0,5,3,0.999415905407486,"EU","3.1",0.29
1,1,"1:1",1,0,0,0,0,0,0,31,5,0.999743661671644,"Japan","5.1",0.55
1,1,"1:1",1,0,0,0,0,0,0,31,4,0.999770303216878,"India","4.1",0.55
1,1,"1:1",1,0,0,0,0,0,0,8,7,0.999536376066205,"US","7.1",0.32
1,1,"1:1",1,0,0,0,0,0,0,21,3,0.999190939494602,"EU","3.1",0.45
1,1,"1:1",1,0,0,0,0,0,0,32,1,1.00951625548176,"Brazil","1.1",0.56
1,1,"1:1",1,0,0,0,0,0,0,16,2,0.999691863427304,"China","2.1",0.4
1,1,"1:1",1,0,0,0,0,0,0,33,2,0.999607298833552,"China","2.1",0.57
1,1,"1:1",1,0,0,0,0,0,0,26,1,1.00974022810333,"Brazil","1.1",0.5
1,1,"1:1",1,0,0,0,0,0,0,35,1,1.00935556563342,"Brazil","1.1",0.59
1,1,"1:1",1,0,0,0,0,0,0,8,5,0.999824564444996,"Japan","5.1",0.32
1,1,"1:1",1,0,0,0,0,0,0,30,6,0.998383835192454,"ROW","6.1",0.54
1,1,"1:1",1,0,0,0,0,0,0,11,4,0.999831542473997,"India","4.1",0.35
1,1,"1:1",1,0,0,0,0,0,0,11,3,0.999325407647026,"EU","3.1",0.35
1,1,"1:1",1,0,0,0,0,0,0,24,7,0.999373462443427,"US","7.1",0.48
1,1,"1:1",1,0,0,0,0,0,0,14,5,0.999800803489556,"Japan","5.1",0.38
1,1,"1:1",1,0,0,0,0,0,0,19,7,0.999420790427827,"US","7.1",0.43
1,1,"1:1",1,0,0,0,0,0,0,34,4,0.999762471302352,"India","4.1",0.58
1,1,"1:1",1,0,0,0,0,0,0,15,2,0.999697469977691,"China","2.1",0.39
1,1,"1:1",1,0,0,0,0,0,0,18,7,0.999430621701594,"US","7.1",0.42
1,1,"1:1",1,0,0,0,0,0,0,21,7,0.999401500480064,"US","7.1",0.45
1,1,"1:1",1,0,0,0,0,0,0,16,5,0.999793344210441,"Japan","5.1",0.4
1,1,"1:1",1,0,0,0,0,0,0,40,2,0.99957751120896,"China","2.1",0.64
1,1,"1:1",1,0,0,0,0,0,0,30,4,0.999772982375514,"India","4.1",0.54
1,1,"1:1",1,0,0,0,0,0,0,41,1,1.00895299486284,"Brazil","1.1",0.65
1,1,"1:1",1,0,0,0,0,0,0,6,3,0.999400255335594,"EU","3.1",0.3
1,1,"1:1",1,0,0,0,0,0,0,6,1,1.00912966707963,"Brazil","1.1",0.3
1,1,"1:1",1,0,0,0,0,0,0,30,2,0.999620885066279,"China","2.1",0.54
1,1,"1:1",1,0,0,0,0,0,0,3,2,0.999771458245712,"China","2.1",0.27
1,1,"1:1",1,0,0,0,0,0,0,39,3,0.998990092150127,"EU","3.1",0.63
1,1,"1:1",1,0,0,0,0,0,0,7,7,0.999547757500642,"US","7.1",0.31
1,1,"1:1",1,0,0,0,0,0,0,41,2,0.999573460447426,"China","2.1",0.65
1,1,"1:1",1,0,0,0,0,0,0,23,2,0.999654712627784,"China","2.1",0.47
1,1,"1:1",1,0,0,0,0,0,0,28,6,0.998423981935328,"ROW","6.1",0.52
1,1,"1:1",1,0,0,0,0,0,0,40,3,0.998980221099647,"EU","3.1",0.64
1,1,"1:1",1,0,0,0,0,0,0,10,7,0.999514076688959,"US","7.1",0.34
1,1,"1:1",1,0,0,0,0,0,0,33,5,0.999737771371323,"Japan","5.1",0.57
1,1,"1:1",1,0,0,0,0,0,0,27,5,0.999755922688401,"Japan","5.1",0.51
1,1,"1:1",1,0,0,0,0,0,0,20,6,0.998595374712766,"ROW","6.1",0.44
1,1,"1:1",1,0,0,0,0,0,0,10,6,0.998837352449095,"ROW","6.1",0.34
1,1,"1:1",1,0,0,0,0,0,0,32,2,0.99961177019537,"China","2.1",0.56
1,1,"1:1",1,0,0,0,0,0,0,3,6,0.999028453621183,"ROW","6.1",0.27
1,1,"1:1",1,0,0,0,0,0,0,4,2,0.99976477736871,"China","2.1",0.28
1,1,"1:1",1,0,0,0,0,0,0,35,2,0.99959852301099,"China","2.1",0.59
1,1,"1:1",1,0,0,0,0,0,0,36,4,0.999757414768633,"India","4.1",0.6
1,1,"1:1",1,0,0,0,0,0,0,17,4,0.999811316293883,"India","4.1",0.41
1,1,"1:1",1,0,0,0,0,0,0,17,6,0.998664493652815,"ROW","6.1",0.41
1,1,"1:1",1,0,0,0,0,0,0,24,1,1.00978193200413,"Brazil","1.1",0.48
1,1,"1:1",1,0,0,0,0,0,0,28,7,0.999337661561716,"US","7.1",0.52
1,1,"1:1",1,0,0,0,0,0,0,24,3,0.999154097684142,"EU","3.1",0.48
1,1,"1:1",1,0,0,0,0,0,0,9,6,0.998863472872046,"ROW","6.1",0.33
1,1,"1:1",1,0,0,0,0,0,0,13,7,0.99948174013845,"US","7.1",0.37
1,1,"1:1",1,0,0,0,0,0,0,19,2,0.999675504735423,"China","2.1",0.43
1,1,"1:1",1,0,0,0,0,0,0,19,3,0.999216349731316,"EU","3.1",0.43
1,1,"1:1",1,0,0,0,0,0,0,13,4,0.99982459956135,"India","4.1",0.37
1,1,"1:1",1,0,0,0,0,0,0,29,2,0.999625530735336,"China","2.1",0.53
1,1,"1:1",1,0,0,0,0,0,0,28,4,0.999778447615618,"India","4.1",0.52
1,1,"1:1",1,0,0,0,0,0,0,28,5,0.999752795414635,"Japan","5.1",0.52
1,1,"1:1",1,0,0,0,0,0,0,22,2,0.999659805725296,"China","2.1",0.46
1,1,"1:1",1,0,0,0,0,0,0,9,1,1.00939567775933,"Brazil","1.1",0.33
1,1,"1:1",1,0,0,0,0,0,0,27,4,0.999781235155491,"India","4.1",0.51
1,1,"1:1",1,0,0,0,0,0,0,12,7,0.999492374622998,"US","7.1",0.36
1,1,"1:1",1,0,0,0,0,0,0,3,7,0.999594905159998,"US","7.1",0.27
1,1,"1:1",1,0,0,0,0,0,0,2,3,0.99946430805297,"EU","3.1",0.26
1,1,"1:1",1,0,0,0,0,0,0,27,1,1.00971282321684,"Brazil","1.1",0.51
1,1,"1:1",1,0,0,0,0,0,0,18,2,0.999680882357548,"China","2.1",0.42
1,1,"1:1",1,0,0,0,0,0,0,2,6,0.999057408035568,"ROW","6.1",0.26
1,1,"1:1",1,0,0,0,0,0,0,2,4,0.99986558431544,"India","4.1",0.26
1,1,"1:1",1,0,0,0,0,0,0,20,3,0.999203557449549,"EU","3.1",0.44
1,1,"1:1",1,0,0,0,0,0,0,3,4,0.999861556817569,"India","4.1",0.27
1,1,"1:1",1,0,0,0,0,0,0,6,6,0.998944142852203,"ROW","6.1",0.3
1,1,"1:1",1,0,0,0,0,0,0,3,5,0.999846110703472,"Japan","5.1",0.27
1,1,"1:1",1,0,0,0,0,0,0,5,1,1.00902353331024,"Brazil","1.1",0.29
1,1,"1:1",1,0,0,0,0,0,0,25,2,0.999644728169323,"China","2.1",0.49
1,1,"1:1",1,0,0,0,0,0,0,25,7,0.999364346773655,"US","7.1",0.49
1,1,"1:1",1,0,0,0,0,0,0,40,6,0.998197419097835,"ROW","6.1",0.64
1,1,"1:1",1,0,0,0,0,0,0,4,5,0.99984166471348,"Japan","5.1",0.28
1,1,"1:1",1,0,0,0,0,0,0,16,1,1.00974859440512,"Brazil","1.1",0.4
1,1,"1:1",1,0,0,0,0,0,0,39,7,0.999247587965891,"US","7.1",0.63
1,1,"1:1",1,0,0,0,0,0,0,38,6,0.998232906212368,"ROW","6.1",0.62
1,1,"1:1",1,0,0,0,0,0,0,5,4,0.999853694711651,"India","4.1",0.29
1,1,"1:1",1,0,0,0,0,0,0,40,5,0.99971831617829,"Japan","5.1",0.64
1,1,"1:1",1,0,0,0,0,0,0,30,3,0.999084683135517,"EU","3.1",0.54
1,1,"1:1",1,0,0,0,0,0,0,8,4,0.999842360498281,"India","4.1",0.32
1,1,"1:1",1,0,0,0,0,0,0,13,1,1.00963942606882,"Brazil","1.1",0.37
1,1,"1:1",1,0,0,0,0,0,0,31,1,1.00956303979421,"Brazil","1.1",0.55
1,1,"1:1",1,0,0,0,0,0,0,12,4,0.99982804494071,"India","4.1",0.36
1,1,"1:1",1,0,0,0,0,0,0,17,7,0.999440580389444,"US","7.1",0.41
1,1,"1:1",1,0,0,0,0,0,0,8,2,0.999739037704963,"China","2.1",0.32
1,1,"1:1",1,0,0,0,0,0,0,30,5,0.99974666571079,"Japan","5.1",0.54
1,1,"1:1",1,0,0,0,0,0,0,33,1,1.00946599976927,"Brazil","1.1",0.57
1,1,"1:1",1,0,0,0,0,0,0,18,6,0.998641140701022,"ROW","6.1",0.42
1,1,"1:1",1,0,0,0,0,0,0,35,7,0.999279010676258,"US","7.1",0.59
1,1,"1:1",1,0,0,0,0,0,0,21,4,0.999798778542823,"India","4.1",0.45
1,1,"1:1",1,0,0,0,0,0,0,24,5,0.999765564369043,"Japan","5.1",0.48
1,1,"1:1",1,0,0,0,0,0,0,11,2,0.999720707865875,"China","2.1",0.35
1,1,"1:1",1,0,0,0,0,0,0,26,6,0.998465168139862,"ROW","6.1",0.5
1,1,"1:1",1,0,0,0,0,0,0,35,5,0.999732033124431,"Japan","5.1",0.59
1,1,"1:1",1,0,0,0,0,0,0,39,5,0.999720990376432,"Japan","5.1",0.63
1,1,"1:1",1,0,0,0,0,0,0,10,4,0.999835093388333,"India","4.1",0.34
1,1,"1:1",1,0,0,0,0,0,0,19,4,0.999804958307972,"India","4.1",0.43
1,1,"1:1",1,0,0,0,0,0,0,17,3,0.999242471503118,"EU","3.1",0.41
1,1,"1:1",1,0,0,0,0,0,0,29,7,0.999328980475918,"US","7.1",0.53
1,1,"1:1",1,0,0,0,0,0,0,15,1,1.00971871758694,"Brazil","1.1",0.39
1,1,"1:1",1,0,0,0,0,0,0,9,4,0.999838698960702,"India","4.1",0.33
1,1,"1:1",1,0,0,0,0,0,0,37,5,0.999726441251834,"Japan","5.1",0.61
1,1,"1:1",1,0,0,0,0,0,0,37,6,0.998250972490834,"ROW","6.1",0.61
1,1,"1:1",1,0,0,0,0,0,0,27,7,0.999346448345475,"US","7.1",0.51
1,1,"1:1",1,0,0,0,0,0,0,39,2,0.999581611315969,"China","2.1",0.63
1,1,"1:1",1,0,0,0,0,0,0,20,5,0.999779059919869,"Japan","5.1",0.44
1,1,"1:1",1,0,0,0,0,0,0,5,6,0.998971830229382,"ROW","6.1",0.29
1,1,"1:1",1,0,0,0,0,0,0,21,2,0.999664967852507,"China","2.1",0.45
1,1,"1:1",1,0,0,0,0,0,0,7,6,0.998916859845157,"ROW","6.1",0.31
1,1,"1:1",1,0,0,0,0,0,0,12,5,0.999808486556796,"Japan","5.1",0.36
1,1,"1:1",1,0,0,0,0,0,0,41,7,0.999232405716516,"US","7.1",0.65
1,1,"1:1",1,0,0,0,0,0,0,15,3,0.999269334168444,"EU","3.1",0.39
1,1,"1:1",1,0,0,0,0,0,0,32,3,0.999062723654696,"EU","3.1",0.56
1,1,"1:1",1,0,0,0,0,0,0,41,5,0.999715675319176,"Japan","5.1",0.65
1,1,"1:1",1,0,0,0,0,0,0,38,1,1.00916684147169,"Brazil","1.1",0.62
1,1,"1:1",1,0,0,0,0,0,0,40,4,0.9997476749388,"India","4.1",0.64
1,1,"1:1",1,0,0,0,0,0,0,10,5,0.999816403365002,"Japan","5.1",0.34
1,1,"1:1",1,0,0,0,0,0,0,23,4,0.999792769437576,"India","4.1",0.47
1,1,"1:1",1,0,0,0,0,0,0,5,7,0.999571000120549,"US","7.1",0.29
1,1,"1:1",1,0,0,0,0,0,0,36,5,0.999729219231244,"Japan","5.1",0.6
1,1,"1:1",1,0,0,0,0,0,0,21,1,1.00980924501951,"Brazil","1.1",0.45
1,1,"1:1",1,0,0,0,0,0,0,24,4,0.999789826649392,"India","4.1",0.48
1,1,"1:1",1,0,0,0,0,0,0,31,7,0.999311927854423,"US","7.1",0.55
1,1,"1:1",1,0,0,0,0,0,0,18,3,0.999229319875923,"EU","3.1",0.42
1,1,"1:1",1,0,0,0,0,0,0,13,3,0.999296968672335,"EU","3.1",0.37
1,1,"1:1",1,0,0,0,0,0,0,17,2,0.99968633474486,"China","2.1",0.41
1,1,"1:1",1,0,0,0,0,0,0,33,6,0.998325481090846,"ROW","6.1",0.57
1,1,"1:1",1,0,0,0,0,0,0,14,2,0.999703156013861,"China","2.1",0.38
1,1,"1:1",1,0,0,0,0,0,0,19,6,0.998618103125286,"ROW","6.1",0.43
1,1,"1:1",1,0,0,0,0,0,0,13,6,0.998761189309282,"ROW","6.1",0.37
1,1,"1:1",1,0,0,0,0,0,0,14,1,1.00968240773389,"Brazil","1.1",0.38
1,1,"1:1",1,0,0,0,0,0,0,19,1,1.00980188484538,"Brazil","1.1",0.43
1,1,"1:1",1,0,0,0,0,0,0,37,1,1.00923267843949,"Brazil","1.1",0.61
1,1,"1:1",1,0,0,0,0,0,0,35,6,0.998287769986784,"ROW","6.1",0.59
1,1,"1:1",1,0,0,0,0,0,0,25,3,0.999142143531762,"EU","3.1",0.49
1,1,"1:1",1,0,0,0,0,0,0,34,6,0.998306509263913,"ROW","6.1",0.58
1,1,"1:1",1,0,0,0,0,0,0,9,7,0.999525150184145,"US","7.1",0.33
1,1,"1:1",1,0,0,0,0,0,0,5,5,0.999837288659995,"Japan","5.1",0.29
1,1,"1:1",1,0,0,0,0,0,0,3,1,1.00878307038427,"Brazil","1.1",0.27
1,1,"1:1",1,0,0,0,0,0,0,34,7,0.99928709578028,"US","7.1",0.58
1,1,"1:1",1,0,0,0,0,0,0,24,2,0.99964968721122,"China","2.1",0.48
1,1,"1:1",1,0,0,0,0,0,0,23,3,0.999166212922472,"EU","3.1",0.47
1,1,"1:1",1,0,0,0,0,0,0,14,4,0.999821205144051,"India","4.1",0.38
1,1,"1:1",1,0,0,0,0,0,0,37,7,0.999263118914142,"US","7.1",0.61
1,1,"1:1",1,0,0,0,0,0,0,40,7,0.999239953992855,"US","7.1",0.64
1,1,"1:1",1,0,0,0,0,0,0,14,6,0.998736509376092,"ROW","6.1",0.38
1,1,"1:1",1,0,0,0,0,0,0,38,5,0.999723698522742,"Japan","5.1",0.62
1,1,"1:1",1,0,0,0,0,0,0,36,6,0.998269259086082,"ROW","6.1",0.6
1,1,"1:1",1,0,0,0,0,0,0,22,5,0.999772217595657,"Japan","5.1",0.46
1,1,"1:1",1,0,0,0,0,0,0,36,1,1.0092956224286,"Brazil","1.1",0.6
1,1,"1:1",1,0,0,0,0,0,0,2,2,0.999778241931854,"China","2.1",0.26
1,1,"1:1",1,0,0,0,0,0,0,32,6,0.998344689746962,"ROW","6.1",0.56
1,1,"1:1",1,0,0,0,0,0,0,17,1,1.00977226818253,"Brazil","1.1",0.41
1,1,"1:1",1,0,0,0,0,0,0,31,3,0.999073632945764,"EU","3.1",0.55
1,1,"1:1",1,0,0,0,0,0,0,39,1,1.0090982154841,"Brazil","1.1",0.63
1,1,"1:1",1,0,0,0,0,0,0,31,2,0.999616298592324,"China","2.1",0.55
1,1,"1:1",1,0,0,0,0,0,0,25,4,0.999786923880591,"India","4.1",0.49
1,1,"1:1",1,0,0,0,0,0,0,23,5,0.999768867826414,"Japan","5.1",0.47
1,1,"1:1",1,0,0,0,0,0,0,10,2,0.999726728914814,"China","2.1",0.34
1,1,"1:1",1,0,0,0,0,0,0,26,4,0.999784060322998,"India","4.1",0.5
1,1,"1:1",1,0,0,0,0,0,0,4,3,0.999431793999981,"EU","3.1",0.28
1,1,"1:1",1,0,0,0,0,0,0,34,3,0.999041317399771,"EU","3.1",0.58
1,1,"1:1",1,0,0,0,0,0,0,4,1,1.00890811764228,"Brazil","1.1",0.28
1,1,"1:1",1,0,0,0,0,0,0,22,1,1.00980507019336,"Brazil","1.1",0.46
1,1,"1:1",1,0,0,0,0,0,0,27,3,0.999118706167204,"EU","3.1",0.51
1,1,"1:1",1,0,0,0,0,0,0,28,2,0.999630236707432,"China","2.1",0.52
1,1,"1:1",1,0,0,0,0,0,0,29,5,0.999749710018813,"Japan","5.1",0.53
1,1,"1:1",1,0,0,0,0,0,0,18,5,0.999786099319299,"Japan","5.1",0.42
1,1,"1:1",1,0,0,0,0,0,0,32,7,0.999303552680073,"US","7.1",0.56
1,1,"1:1",1,0,0,0,0,0,0,36,7,0.999271018911758,"US","7.1",0.6
1,1,"1:1",1,0,0,0,0,0,0,19,5,0.999782554471673,"Japan","5.1",0.43
1,1,"1:1",1,0,0,0,0,0,0,11,7,0.999503152500984,"US","7.1",0.35
1,1,"1:1",1,0,0,0,0,0,0,20,2,0.999670200383623,"China","2.1",0.44
1,1,"1:1",1,0,0,0,0,0,0,2,5,0.999850628268431,"Japan","5.1",0.26
1,1,"1:1",1,0,0,0,0,0,0,9,2,0.999732838226023,"China","2.1",0.33
1,1,"1:1",1,0,0,0,0,0,0,20,1,1.00980824693104,"Brazil","1.1",0.44
1,1,"1:1",1,0,0,0,0,0,0,25,1,1.00976331744369,"Brazil","1.1",0.49
1,1,"1:1",1,0,0,0,0,0,0,7,4,0.999846079359902,"India","4.1",0.31
1,1,"1:1",1,0,0,0,0,0,0,31,6,0.998364139615155,"ROW","6.1",0.55
1,1,"1:1",1,0,0,0,0,0,0,16,3,0.999255808327462,"EU","3.1",0.4
1,1,"1:1",1,0,0,0,0,0,0,15,7,0.999460890049168,"US","7.1",0.39
1,1,"1:1",1,0,0,0,0,0,0,17,5,0.999789695534757,"Japan","5.1",0.41
1,1,"1:1",1,0,0,0,0,0,0,37,3,0.999010201467782,"EU","3.1",0.61
1,1,"1:1",1,0,0,0,0,0,0,6,7,0.999559297737467,"US","7.1",0.3
1,1,"1:1",1,0,0,0,0,0,0,1,3,0.999480944547881,"EU","3.1",0.25
1,1,"1:1",1,0,0,0,0,0,0,1,5,0.999855219096203,"Japan","5.1",0.25
1,1,"1:1",1,0,0,0,0,0,0,34,2,0.999602883445611,"China","2.1",0.58
1,1,"1:1",1,0,0,0,0,0,0,23,7,0.999382691850984,"US","7.1",0.47
1,1,"1:1",1,0,0,0,0,0,0,23,6,0.998528984675676,"ROW","6.1",0.47
1,1,"1:1",1,0,0,0,0,0,0,22,7,0.999392037134093,"US","7.1",0.46
1,1,"1:1",1,0,0,0,0,0,0,13,2,0.999708923193629,"China","2.1",0.37
1,1,"1:1",1,0,0,0,0,0,0,33,4,0.999765048356253,"India","4.1",0.57
1,1,"1:1",1,0,0,0,0,0,0,29,4,0.999775696938861,"India","4.1",0.53
1,1,"1:1",1,0,0,0,0,0,0,15,5,0.999797046477189,"Japan","5.1",0.39
1,1,"1:1",1,0,0,0,0,0,0,29,3,0.999095876887494,"EU","3.1",0.53
1,1,"1:1",1,0,0,0,0,0,0,29,1,1.00964567572706,"Brazil","1.1",0.53
1,1,"1:1",1,0,0,0,0,0,0,20,4,0.999801846631021,"India","4.1",0.44
1,1,"1:1",1,0,0,0,0,0,0,40,1,1.00902690095431,"Brazil","1.1",0.64
1,1,"1:1",1,0,0,0,0,0,0,11,6,0.998811603468969,"ROW","6.1",0.35
1,1,"1:1",1,0,0,0,0,0,0,24,6,0.998507433888865,"ROW","6.1",0.48
1,1,"1:1",1,0,0,0,0,0,0,35,3,0.999030815379861,"EU","3.1",0.59
1,1,"1:1",1,0,0,0,0,0,0,22,4,0.999795753111867,"India","4.1",0.46
1,1,"1:1",1,0,0,0,0,0,0,9,5,0.999820452688824,"Japan","5.1",0.33
1,1,"1:1",1,0,0,0,0,0,0,18,4,0.999808114533871,"India","4.1",0.42
1,1,"1:1",1,0,0,0,0,0,0,21,5,0.999775614631229,"Japan","5.1",0.45
1,1,"1:1",1,0,0,0,0,0,0,4,4,0.99985759415118,"India","4.1",0.28
1,1,"1:1",1,0,0,0,0,0,0,20,7,0.999411084143855,"US","7.1",0.44
1,1,"1:1",1,0,0,0,0,0,0,14,7,0.999471246201662,"US","7.1",0.38
1,1,"1:1",1,0,0,0,0,0,0,37,4,0.999754934024582,"India","4.1",0.61
1,1,"1:1",1,0,0,0,0,0,0,4,7,0.999582868083276,"US","7.1",0.28
1,1,"1:1",1,0,0,0,0,0,0,13,5,0.999804616440235,"Japan","5.1",0.37
1,1,"1:1",1,0,0,0,0,0,0,18,1,1.00978996050043,"Brazil","1.1",0.42
1,1,"1:1",1,0,0,0,0,0,0,37,2,0.999589963055449,"China","2.1",0.61
1,1,"1:1",1,0,0,0,0,0,0,16,6,0.998688168357552,"ROW","6.1",0.4
1,1,"1:1",1,0,0,0,0,0,0,11,5,0.999812415098509,"Japan","5.1",0.35
1,1,"1:1",1,0,0,0,0,0,0,22,6,0.998550821314745,"ROW","6.1",0.46
1,1,"1:1",1,0,0,0,0,0,0,41,4,0.999745314379392,"India","4.1",0.65
1,1,"1:1",1,0,0,0,0,0,0,11,1,1.00953244612748,"Brazil","1.1",0.35
1,1,"1:1",1,0,0,0,0,0,0,16,7,0.999450668989189,"US","7.1",0.4
1,1,"1:1",1,0,0,0,0,0,0,26,5,0.999759092699295,"Japan","5.1",0.5
1,1,"1:1",1,0,0,0,0,0,0,8,3,0.999369650325082,"EU","3.1",0.32
1,1,"1:1",1,0,0,0,0,0,0,12,6,0.998786218248334,"ROW","6.1",0.36
1,2,"1:2",0,1,0,0,0,0,0,32,4,0.996579101255537,"India","4.2",0.56
1,2,"1:2",0,1,0,0,0,0,0,29,7,0.993823079619231,"US","7.2",0.53
1,2,"1:2",0,1,0,0,0,0,0,15,1,0.9976993332497,"Brazil","1.2",0.39
1,2,"1:2",0,1,0,0,0,0,0,27,3,0.994328630234591,"EU","3.2",0.51
1,2,"1:2",0,1,0,0,0,0,0,27,4,0.996787804732689,"India","4.2",0.51
1,2,"1:2",0,1,0,0,0,0,0,5,4,0.997884522936886,"India","4.2",0.29
1,2,"1:2",0,1,0,0,0,0,0,28,6,0.987255999246987,"ROW","6.2",0.52
