"","shock","country","club","clubsize","welfare","importer","cgroup","clubindex","rawshock"
"8285",10,1,33,4,0.978865651002439,"Brazil","1.33","4:33",0.34
"8286",10,3,11,4,1.01432493558354,"EU","3.11","4:11",0.34
"8287",10,3,12,5,1.01241693343137,"EU","3.12","5:12",0.34
"8288",10,2,11,3,0.988197685831536,"China","2.11","3:11",0.34
"8289",10,7,9,5,1.00739192557469,"US","7.9","5:9",0.34
"8290",10,5,10,3,1.0127985749069,"Japan","5.10","3:10",0.34
"8291",10,4,5,1,0.999301020559554,"India","4.5","1:5",0.34
"8292",10,5,24,3,1.01054113288887,"Japan","5.24","3:24",0.34
"8293",10,6,2,6,0.94824739551185,"ROW","6.2","6:2",0.34
"8294",10,2,13,3,0.983396364736225,"China","2.13","3:13",0.34
"8295",10,2,24,3,1.01326161813695,"China","2.24","3:24",0.34
"8296",10,4,1,5,1.00459197741214,"India","4.1","5:1",0.34
"8297",10,7,13,3,0.981388313868928,"US","7.13","3:13",0.34
"8298",10,7,24,3,1.01329734071299,"US","7.24","3:24",0.34
"8299",10,6,12,5,0.959251254848493,"ROW","6.12","5:12",0.34
"8300",10,3,6,5,1.00220531188462,"EU","3.6","5:6",0.34
"8301",10,3,12,2,1.01482511519158,"EU","3.12","2:12",0.34
"8302",10,2,3,4,1.00221172508989,"China","2.3","4:3",0.34
"8303",10,2,15,5,0.976437521868094,"China","2.15","5:15",0.34
"8304",10,4,4,5,0.974378579351625,"India","4.4","5:4",0.34
"8305",10,2,16,3,1.01469686175783,"China","2.16","3:16",0.34
"8306",10,1,15,5,1.00580893932786,"Brazil","1.15","5:15",0.34
"8307",10,4,16,3,1.00441646058387,"India","4.16","3:16",0.34
"8308",10,2,7,5,1.00050539507414,"China","2.7","5:7",0.34
"8309",10,6,4,5,1.00827365496474,"ROW","6.4","5:4",0.34
"8310",10,6,6,4,1.021019377917,"ROW","6.6","4:6",0.34
"8311",10,2,15,2,0.990292062103039,"China","2.15","2:15",0.34
"8312",10,1,19,3,0.987481187470521,"Brazil","1.19","3:19",0.34
"8313",10,2,18,5,1.00267675144349,"China","2.18","5:18",0.34
"8314",10,5,6,4,0.97962717243064,"Japan","5.6","4:6",0.34
"8315",10,4,15,2,0.991703939520438,"India","4.15","2:15",0.34
"8316",10,7,4,2,0.997406311007338,"US","7.4","2:4",0.34
"8317",10,6,19,3,0.957257431377027,"ROW","6.19","3:19",0.34
"8318",10,3,31,4,1.00956341026325,"EU","3.31","4:31",0.34
"8319",10,6,20,4,1.01289310296076,"ROW","6.20","4:20",0.34
"8320",10,1,9,4,1.00525924391572,"Brazil","1.9","4:9",0.34
"8321",10,3,30,3,1.0130492509009,"EU","3.30","3:30",0.34
"8322",10,1,7,2,0.991906646841273,"Brazil","1.7","2:7",0.34
"8323",10,5,8,3,0.983774813716777,"Japan","5.8","3:8",0.34
"8324",10,7,8,5,1.0132081938398,"US","7.8","5:8",0.34
"8325",10,7,9,4,1.01339813504916,"US","7.9","4:9",0.34
"8326",10,6,9,4,0.969958101392083,"ROW","6.9","4:9",0.34
"8327",10,6,10,5,1.01248722569533,"ROW","6.10","5:10",0.34
"8328",10,3,21,4,1.01048694882007,"EU","3.21","4:21",0.34
"8329",10,6,21,5,1.00155302899683,"ROW","6.21","5:21",0.34
"8330",10,4,22,3,1.00276236727281,"India","4.22","3:22",0.34
"8331",10,4,21,5,1.00406848829338,"India","4.21","5:21",0.34
"8332",10,3,12,4,1.01053422461555,"EU","3.12","4:12",0.34
"8333",10,5,21,2,0.982339325292685,"Japan","5.21","2:21",0.34
"8334",10,6,34,4,1.00225125934495,"ROW","6.34","4:34",0.34
"8335",10,4,12,4,1.00681498217797,"India","4.12","4:12",0.34
"8336",10,6,25,3,1.01550998123912,"ROW","6.25","3:25",0.34
"8337",10,2,23,4,1.01715196494372,"China","2.23","4:23",0.34
"8338",10,5,26,4,0.965969550191771,"Japan","5.26","4:26",0.34
"8339",10,4,2,5,1.00316649640748,"India","4.2","5:2",0.34
"8340",10,2,13,5,0.974444626898243,"China","2.13","5:13",0.34
"8341",10,1,2,2,1.008063781004,"Brazil","1.2","2:2",0.34
"8342",10,3,26,4,1.00254216658961,"EU","3.26","4:26",0.34
"8343",10,4,15,4,0.990720476268806,"India","4.15","4:15",0.34
"8344",10,2,15,4,0.985166677728968,"China","2.15","4:15",0.34
"8345",10,1,3,5,1.00347663020449,"Brazil","1.3","5:3",0.34
"8346",10,6,3,3,0.98406319858018,"ROW","6.3","3:3",0.34
"8347",10,4,28,3,1.00724501851631,"India","4.28","3:28",0.34
"8348",10,5,28,3,0.990713965127315,"Japan","5.28","3:28",0.34
"8349",10,2,4,4,1.01694398422997,"China","2.4","4:4",0.34
"8350",10,5,13,2,1.01282987007567,"Japan","5.13","2:13",0.34
"8351",10,2,7,4,1.01507776579214,"China","2.7","4:7",0.34
"8352",10,3,7,5,0.9757975262154,"EU","3.7","5:7",0.34
"8353",10,7,5,5,1.01203300082963,"US","7.5","5:5",0.34
"8354",10,4,6,3,1.007664453875,"India","4.6","3:6",0.34
"8355",10,5,18,4,1.01217197231721,"Japan","5.18","4:18",0.34
"8356",10,4,8,5,1.00299588655575,"India","4.8","5:8",0.34
"8357",10,4,7,5,1.00424095287953,"India","4.7","5:7",0.34
"8358",10,4,5,2,0.986934302221603,"India","4.5","2:5",0.34
"8359",10,6,18,4,0.979123621281127,"ROW","6.18","4:18",0.34
"8360",10,5,16,2,1.0128609755358,"Japan","5.16","2:16",0.34
"8361",10,7,18,2,1.01892584027528,"US","7.18","2:18",0.34
"8362",10,7,31,3,1.00862127480819,"US","7.31","3:31",0.34
"8363",10,6,19,5,1.00151786648326,"ROW","6.19","5:19",0.34
"8364",10,7,6,2,1.01930283313059,"US","7.6","2:6",0.34
"8365",10,4,9,3,0.991497047820529,"India","4.9","3:9",0.34
"8366",10,1,9,5,1.00480448422958,"Brazil","1.9","5:9",0.34
"8367",10,2,10,4,1.00329763623081,"China","2.10","4:10",0.34
"8368",10,3,20,2,0.994501107184648,"EU","3.20","2:20",0.34
"8369",10,4,12,2,1.00745632267741,"India","4.12","2:12",0.34
"8370",10,6,10,4,1.01479656708937,"ROW","6.10","4:10",0.34
"8371",10,4,34,3,1.00621503519487,"India","4.34","3:34",0.34
"8372",10,1,1,3,1.00708429620778,"Brazil","1.1","3:1",0.34
"8373",10,7,32,4,1.01724814831371,"US","7.32","4:32",0.34
"8374",10,4,23,3,0.982652405702078,"India","4.23","3:23",0.34
"8375",10,6,1,3,0.970744849437488,"ROW","6.1","3:1",0.34
"8376",10,6,11,5,1.00788131436482,"ROW","6.11","5:11",0.34
"8377",10,5,24,4,1.0037986696581,"Japan","5.24","4:24",0.34
"8378",10,5,1,3,0.988255524322058,"Japan","5.1","3:1",0.34
"8379",10,3,14,5,1.00551057516023,"EU","3.14","5:14",0.34
"8380",10,6,26,3,0.975389850678354,"ROW","6.26","3:26",0.34
"8381",10,4,3,5,1.00405910244725,"India","4.3","5:3",0.34
"8382",10,2,26,3,0.990162637735425,"China","2.26","3:26",0.34
"8383",10,2,14,5,0.969315566644386,"China","2.14","5:14",0.34
"8384",10,2,4,3,1.00223310143249,"China","2.4","3:4",0.34
"8385",10,5,4,3,0.979932127267884,"Japan","5.4","3:4",0.34
"8386",10,5,15,3,0.98201825806286,"Japan","5.15","3:15",0.34
"8387",10,7,26,3,0.992015404017027,"US","7.26","3:26",0.34
"8388",10,2,3,2,0.99936056244744,"China","2.3","2:3",0.34
"8389",10,2,27,4,1.00058293895572,"China","2.27","4:27",0.34
"8390",10,1,5,4,1.00855389075647,"Brazil","1.5","4:5",0.34
"8391",10,1,29,3,0.983488423335384,"Brazil","1.29","3:29",0.34
"8392",10,3,18,3,1.00700747765417,"EU","3.18","3:18",0.34
"8393",10,6,16,4,1.00317160637404,"ROW","6.16","4:16",0.34
"8394",10,6,17,2,1.02071556300788,"ROW","6.17","2:17",0.34
"8395",10,1,19,4,1.00633955969833,"Brazil","1.19","4:19",0.34
"8396",10,1,18,3,0.981925846661702,"Brazil","1.18","3:18",0.34
"8397",10,4,17,5,1.00385254737985,"India","4.17","5:17",0.34
"8398",10,5,7,6,1.00018958842715,"Japan","5.7","6:7",0.34
"8399",10,4,19,4,1.00631556322725,"India","4.19","4:19",0.34
"8400",10,2,2,1,1.01157907300306,"China","2.2","1:2",0.34
"8401",10,7,8,4,0.975465876417487,"US","7.8","4:8",0.34
"8402",10,2,20,5,1.00126793333897,"China","2.20","5:20",0.34
"8403",10,3,9,5,0.971446219007034,"EU","3.9","5:9",0.34
"8404",10,3,10,5,0.969882161043378,"EU","3.10","5:10",0.34
"8405",10,7,30,4,1.00578457824332,"US","7.30","4:30",0.34
"8406",10,5,3,1,0.996586697277058,"Japan","5.3","1:3",0.34
"8407",10,1,5,1,0.999372875878422,"Brazil","1.5","1:5",0.34
"8408",10,6,22,3,0.975648743445175,"ROW","6.22","3:22",0.34
"8409",10,5,7,2,0.988466396604983,"Japan","5.7","2:7",0.34
"8410",10,5,11,4,1.01268085413002,"Japan","5.11","4:11",0.34
"8411",10,5,33,4,0.97591540960344,"Japan","5.33","4:33",0.34
"8412",10,4,20,2,0.996577083000201,"India","4.20","2:20",0.34
"8413",10,4,12,5,1.00740181386743,"India","4.12","5:12",0.34
"8414",10,7,33,4,1.00821767420759,"US","7.33","4:33",0.34
"8415",10,4,24,3,0.99370272357508,"India","4.24","3:24",0.34
"8416",10,5,9,2,1.01119192521923,"Japan","5.9","2:9",0.34
"8417",10,5,12,5,1.01168288828797,"Japan","5.12","5:12",0.34
"8418",10,7,35,3,1.01144731573915,"US","7.35","3:35",0.34
"8419",10,1,25,4,0.986615107090615,"Brazil","1.25","4:25",0.34
"8420",10,3,25,4,1.00888719806872,"EU","3.25","4:25",0.34
"8421",10,7,12,5,1.01730446824171,"US","7.12","5:12",0.34
"8422",10,2,1,2,1.01155621943491,"China","2.1","2:1",0.34
"8423",10,3,15,5,0.97493288140221,"EU","3.15","5:15",0.34
"8424",10,4,27,3,1.00672530955551,"India","4.27","3:27",0.34
"8425",10,7,3,4,0.969720025068166,"US","7.3","4:3",0.34
"8426",10,5,27,3,0.983773944812537,"Japan","5.27","3:27",0.34
"8427",10,6,5,6,1.0118768086836,"ROW","6.5","6:5",0.34
"8428",10,3,4,5,1.00519963468796,"EU","3.4","5:4",0.34
"8429",10,7,27,3,0.975960819265643,"US","7.27","3:27",0.34
"8430",10,2,17,4,0.982928287015169,"China","2.17","4:17",0.34
"8431",10,4,6,4,1.00482587309078,"India","4.6","4:6",0.34
"8432",10,5,4,5,1.003643100154,"Japan","5.4","5:4",0.34
"8433",10,5,17,4,1.0101197922568,"Japan","5.17","4:17",0.34
"8434",10,6,4,2,0.99409480230533,"ROW","6.4","2:4",0.34
"8435",10,6,28,4,0.969854736683317,"ROW","6.28","4:28",0.34
"8436",10,2,18,2,0.995066184837696,"China","2.18","2:18",0.34
"8437",10,4,30,3,0.990926099189935,"India","4.30","3:30",0.34
"8438",10,3,19,3,1.00945499460763,"EU","3.19","3:19",0.34
"8439",10,3,6,4,0.978169139904848,"EU","3.6","4:6",0.34
"8440",10,5,15,2,0.990949847758292,"Japan","5.15","2:15",0.34
"8441",10,7,19,3,1.01298379228092,"US","7.19","3:19",0.34
"8442",10,6,18,2,0.985502412825385,"ROW","6.18","2:18",0.34
"8443",10,6,30,3,0.962059025012645,"ROW","6.30","3:30",0.34
"8444",10,5,20,3,1.01116171917397,"Japan","5.20","3:20",0.34
"8445",10,6,8,5,0.968599843788428,"ROW","6.8","5:8",0.34
"8446",10,2,32,4,0.985065840494641,"China","2.32","4:32",0.34
"8447",10,2,10,5,1.00111720665629,"China","2.10","5:10",0.34
"8448",10,1,8,2,0.99775410999496,"Brazil","1.8","2:8",0.34
"8449",10,1,34,3,0.986792053328426,"Brazil","1.34","3:34",0.34
"8450",10,5,10,5,1.00375347920485,"Japan","5.10","5:10",0.34
"8451",10,6,11,3,1.02001305838966,"ROW","6.11","3:11",0.34
"8452",10,2,21,2,0.98275056620027,"China","2.21","2:21",0.34
"8453",10,3,21,2,0.978944276455295,"EU","3.21","2:21",0.34
"8454",10,3,10,2,0.979894099678785,"EU","3.10","2:10",0.34
"8455",10,2,6,1,0.988997854608889,"China","2.6","1:6",0.34
"8456",10,3,13,5,1.00631563409992,"EU","3.13","5:13",0.34
"8457",10,4,1,4,1.00461179830002,"India","4.1","4:1",0.34
"8458",10,3,7,3,1.01477479564144,"EU","3.7","3:7",0.34
"8459",10,6,1,4,0.969342448778238,"ROW","6.1","4:1",0.34
"8460",10,6,13,5,1.00248385514837,"ROW","6.13","5:13",0.34
"8461",10,7,12,4,0.975312570235293,"US","7.12","4:12",0.34
"8462",10,3,2,5,1.006167651185,"EU","3.2","5:2",0.34
"8463",10,2,1,4,1.01462108136305,"China","2.1","4:1",0.34
"8464",10,6,2,5,1.0097326434567,"ROW","6.2","5:2",0.34
"8465",10,5,2,5,0.97342607887008,"Japan","5.2","5:2",0.34
"8466",10,7,26,4,1.00269919765017,"US","7.26","4:26",0.34
"8467",10,3,16,5,1.00495985539999,"EU","3.16","5:16",0.34
"8468",10,6,28,3,0.966110493890003,"ROW","6.28","3:28",0.34
"8469",10,7,2,2,0.994246274474467,"US","7.2","2:2",0.34
"8470",10,6,6,6,1.00078830687056,"ROW","6.6","6:6",0.34
"8471",10,4,6,6,1.00412431635374,"India","4.6","6:6",0.34
"8472",10,1,17,3,0.991147580949647,"Brazil","1.17","3:17",0.34
"8473",10,1,6,6,1.00181130818017,"Brazil","1.6","6:6",0.34
"8474",10,1,31,3,0.979167545910245,"Brazil","1.31","3:31",0.34
"8475",10,7,29,4,1.00746259685968,"US","7.29","4:29",0.34
"8476",10,7,17,3,0.987221945033127,"US","7.17","3:17",0.34
"8477",10,3,29,4,0.972335527689725,"EU","3.29","4:29",0.34
"8478",10,1,18,4,1.00610980885202,"Brazil","1.18","4:18",0.34
"8479",10,2,5,2,0.988659140669481,"China","2.5","2:5",0.34
"8480",10,3,7,4,0.989872617723619,"EU","3.7","4:7",0.34
"8481",10,7,6,3,0.993706299907161,"US","7.6","3:6",0.34
"8482",10,6,1,1,0.998837352449095,"ROW","6.1","1:1",0.34
"8483",10,7,5,2,0.984397330043438,"US","7.5","2:5",0.34
"8484",10,5,7,3,1.01275591154024,"Japan","5.7","3:7",0.34
"8485",10,6,6,2,0.985624387650782,"ROW","6.6","2:6",0.34
"8486",10,3,20,3,0.99349496984519,"EU","3.20","3:20",0.34
"8487",10,3,2,1,0.995752519697142,"EU","3.2","1:2",0.34
"8488",10,4,10,3,1.00568136237122,"India","4.10","3:10",0.34
"8489",10,1,20,2,0.995468247047843,"Brazil","1.20","2:20",0.34
"8490",10,3,21,3,0.979015787771551,"EU","3.21","3:21",0.34
"8491",10,2,20,2,0.990866328685933,"China","2.20","2:20",0.34
"8492",10,6,23,3,1.02025176671284,"ROW","6.23","3:23",0.34
"8493",10,6,8,2,0.989362598414824,"ROW","6.8","2:8",0.34
"8494",10,4,19,2,0.986014858388395,"India","4.19","2:19",0.34
"8495",10,2,12,3,0.994764036538248,"China","2.12","3:12",0.34
"8496",10,1,12,3,1.00608454710712,"Brazil","1.12","3:12",0.34
"8497",10,4,12,3,1.0058634116293,"India","4.12","3:12",0.34
"8498",10,1,24,4,0.980779917021458,"Brazil","1.24","4:24",0.34
"8499",10,3,23,3,0.977535819737428,"EU","3.23","3:23",0.34
"8500",10,2,7,1,0.995461885097484,"China","2.7","1:7",0.34
"8501",10,5,7,1,0.994752508576951,"Japan","5.7","1:7",0.34
"8502",10,4,14,5,0.973744601557862,"India","4.14","5:14",0.34
"8503",10,1,4,6,1.00032289312429,"Brazil","1.4","6:4",0.34
"8504",10,3,15,3,0.97807681344566,"EU","3.15","3:15",0.34
"8505",10,6,14,5,1.00148370395597,"ROW","6.14","5:14",0.34
"8506",10,6,15,3,1.01440450662661,"ROW","6.15","3:15",0.34
"8507",10,2,3,5,1.01705490272458,"China","2.3","5:3",0.34
"8508",10,5,27,4,1.00670053089305,"Japan","5.27","4:27",0.34
"8509",10,7,15,3,1.01316503798997,"US","7.15","3:15",0.34
"8510",10,6,3,2,0.997583111851302,"ROW","6.3","2:3",0.34
"8511",10,5,16,4,0.975891910659471,"Japan","5.16","4:16",0.34
"8512",10,7,16,4,1.00852056251274,"US","7.16","4:16",0.34
"8513",10,2,5,4,1.01047303058735,"China","2.5","4:5",0.34
"8514",10,1,7,6,0.974637844612048,"Brazil","1.7","6:7",0.34
"8515",10,2,30,4,1.00122053083908,"China","2.30","4:30",0.34
"8516",10,1,6,5,1.00103307638977,"Brazil","1.6","5:6",0.34
"8517",10,4,14,2,0.979694683520743,"India","4.14","2:14",0.34
"8518",10,6,18,3,1.0111723153608,"ROW","6.18","3:18",0.34
"8519",10,5,3,2,0.999612261074619,"Japan","5.3","2:3",0.34
"8520",10,4,18,3,0.975974259315314,"India","4.18","3:18",0.34
"8521",10,2,7,3,0.990262653845232,"China","2.7","3:7",0.34
"8522",10,7,7,3,0.992016334798854,"US","7.7","3:7",0.34
"8523",10,3,6,2,0.995259447966417,"EU","3.6","2:6",0.34
"8524",10,2,20,3,1.01050642222023,"China","2.20","3:20",0.34
"8525",10,3,31,3,1.00722787946804,"EU","3.31","3:31",0.34
"8526",10,4,7,3,0.993722390043249,"India","4.7","3:7",0.34
"8527",10,1,22,3,0.993652542686891,"Brazil","1.22","3:22",0.34
"8528",10,4,18,2,1.00562653615523,"India","4.18","2:18",0.34
"8529",10,7,31,4,0.97283325760527,"US","7.31","4:31",0.34
"8530",10,3,3,1,1.01527416105669,"EU","3.3","1:3",0.34
"8531",10,4,9,4,0.993509701087821,"India","4.9","4:9",0.34
"8532",10,5,9,5,0.971938411743952,"Japan","5.9","5:9",0.34
"8533",10,4,33,4,1.00468742483775,"India","4.33","4:33",0.34
"8534",10,3,9,2,0.994194374651538,"EU","3.9","2:9",0.34
"8535",10,2,2,6,1.01504582614261,"China","2.2","6:2",0.34
"8536",10,6,11,4,0.974083379487796,"ROW","6.11","4:11",0.34
"8537",10,3,2,6,1.00827891034041,"EU","3.2","6:2",0.34
"8538",10,5,13,3,1.01026114379299,"Japan","5.13","3:13",0.34
"8539",10,4,13,3,0.985769572024601,"India","4.13","3:13",0.34
"8540",10,5,25,4,1.00965443101675,"Japan","5.25","4:25",0.34
"8541",10,7,2,6,1.01177415913909,"US","7.2","6:2",0.34
"8542",10,2,12,2,0.994794309048131,"China","2.12","2:12",0.34
"8543",10,6,1,5,0.963577611244821,"ROW","6.1","5:1",0.34
"8544",10,5,14,4,1.00760832951379,"Japan","5.14","4:14",0.34
"8545",10,6,27,3,1.00996053954991,"ROW","6.27","3:27",0.34
"8546",10,4,3,4,0.975693686079298,"India","4.3","4:3",0.34
"8547",10,5,3,4,0.973755378191955,"Japan","5.3","4:3",0.34
"8548",10,7,12,2,0.994243335302203,"US","7.12","2:12",0.34
"8549",10,5,16,3,0.988225791615925,"Japan","5.16","3:16",0.34
"8550",10,1,15,2,0.990032448399734,"Brazil","1.15","2:15",0.34
"8551",10,4,28,4,1.00278407902433,"India","4.28","4:28",0.34
"8552",10,1,4,5,1.00514882961652,"Brazil","1.4","5:4",0.34
"8553",10,1,17,4,1.01030647788937,"Brazil","1.17","4:17",0.34
"8554",10,4,4,2,0.999137248477527,"India","4.4","2:4",0.34
"8555",10,3,17,4,0.981369680777719,"EU","3.17","4:17",0.34
"8556",10,1,6,4,1.00945047280645,"Brazil","1.6","4:6",0.34
"8557",10,5,5,3,0.986629639618509,"Japan","5.5","3:5",0.34
"8558",10,4,19,3,0.988463833137098,"India","4.19","3:19",0.34
"8559",10,6,8,3,1.00985321510353,"ROW","6.8","3:8",0.34
"8560",10,6,18,5,1.00322668165691,"ROW","6.18","5:18",0.34
"8561",10,7,17,4,0.980744179006455,"US","7.17","4:17",0.34
"8562",10,1,18,2,0.996022022434474,"Brazil","1.18","2:18",0.34
"8563",10,1,31,4,0.983199778418704,"Brazil","1.31","4:31",0.34
"8564",10,3,19,4,0.977196113225988,"EU","3.19","4:19",0.34
"8565",10,6,19,4,1.01380482297175,"ROW","6.19","4:19",0.34
"8566",10,6,16,2,0.994013966732232,"ROW","6.16","2:16",0.34
"8567",10,4,20,3,1.00290571628924,"India","4.20","3:20",0.34
"8568",10,5,8,5,1.01040979269269,"Japan","5.8","5:8",0.34
"8569",10,3,7,2,1.01138378052201,"EU","3.7","2:7",0.34
"8570",10,5,30,4,1.00391714360268,"Japan","5.30","4:30",0.34
"8571",10,3,32,3,0.982204785857004,"EU","3.32","3:32",0.34
"8572",10,1,21,2,0.987057660695418,"Brazil","1.21","2:21",0.34
"8573",10,3,33,3,0.993797735017429,"EU","3.33","3:33",0.34
"8574",10,1,34,4,0.977973344271443,"Brazil","1.34","4:34",0.34
"8575",10,5,12,4,0.983462686481292,"Japan","5.12","4:12",0.34
"8576",10,2,12,4,0.981122750030119,"China","2.12","4:12",0.34
"8577",10,7,21,2,1.01319430690432,"US","7.21","2:21",0.34
"8578",10,2,25,3,1.0033888970189,"China","2.25","3:25",0.34
"8579",10,5,34,3,0.98203896661719,"Japan","5.34","3:34",0.34
"8580",10,2,14,3,0.99055984828071,"China","2.14","3:14",0.34
"8581",10,7,1,4,0.988524144726561,"US","7.1","4:1",0.34
"8582",10,5,13,5,0.975568674762635,"Japan","5.13","5:13",0.34
"8583",10,1,3,6,1.0007106889511,"Brazil","1.3","6:3",0.34
"8584",10,4,14,3,0.996392529642596,"India","4.14","3:14",0.34
"8585",10,7,3,6,1.00214954813136,"US","7.3","6:3",0.34
"8586",10,4,26,4,0.971158560043003,"India","4.26","4:26",0.34
"8587",10,7,13,5,1.00811267208388,"US","7.13","5:13",0.34
"8588",10,4,3,3,0.996639385479102,"India","4.3","3:3",0.34
"8589",10,3,25,3,0.973254288629811,"EU","3.25","3:25",0.34
"8590",10,1,28,3,0.989816475563199,"Brazil","1.28","3:28",0.34
"8591",10,7,4,4,1.01301554984592,"US","7.4","4:4",0.34
"8592",10,1,16,5,0.980484806909872,"Brazil","1.16","5:16",0.34
"8593",10,4,13,2,0.99390796752184,"India","4.13","2:13",0.34
"8594",10,2,6,6,0.968783636035814,"China","2.6","6:6",0.34
"8595",10,4,7,4,1.00297615671063,"India","4.7","4:7",0.34
"8596",10,6,5,5,0.94973310193675,"ROW","6.5","5:5",0.34
"8597",10,4,18,4,1.00593297467084,"India","4.18","4:18",0.34
"8598",10,6,5,2,1.02057829506921,"ROW","6.5","2:5",0.34
"8599",10,5,29,4,0.97226875990504,"Japan","5.29","4:29",0.34
"8600",10,7,6,6,1.00622543956013,"US","7.6","6:6",0.34
"8601",10,3,18,4,0.99308700740259,"EU","3.18","4:18",0.34
"8602",10,3,5,2,0.98435506867975,"EU","3.5","2:5",0.34
"8603",10,6,29,4,1.01489436003775,"ROW","6.29","4:29",0.34
"8604",10,5,7,5,1.00656424505088,"Japan","5.7","5:7",0.34
"8605",10,2,1,1,0.999726728914814,"China","2.1","1:1",0.34
"8606",10,6,32,3,1.01951696220537,"ROW","6.32","3:32",0.34
"8607",10,1,32,4,0.98902039329182,"Brazil","1.32","4:32",0.34
"8608",10,7,7,6,1.00015247487002,"US","7.7","6:7",0.34
"8609",10,2,24,4,1.00013002592625,"China","2.24","4:24",0.34
"8610",10,1,33,3,0.995285958504124,"Brazil","1.33","3:33",0.34
"8611",10,1,10,5,1.00447154692623,"Brazil","1.10","5:10",0.34
"8612",10,6,20,5,1.01259339539487,"ROW","6.20","5:20",0.34
"8613",10,3,1,6,1.00465257082725,"EU","3.1","6:1",0.34
"8614",10,2,1,6,1.00004175790599,"China","2.1","6:1",0.34
"8615",10,1,11,4,1.00783520993648,"Brazil","1.11","4:11",0.34
"8616",10,4,9,2,0.996811560275086,"India","4.9","2:9",0.34
"8617",10,2,9,2,1.01026624031052,"China","2.9","2:9",0.34
"8618",10,5,4,1,0.999796187015945,"Japan","5.4","1:4",0.34
"8619",10,6,9,2,0.985273871712652,"ROW","6.9","2:9",0.34
"8620",10,1,7,1,0.996202042490293,"Brazil","1.7","1:7",0.34
"8621",10,2,13,4,0.989542731750049,"China","2.13","4:13",0.34
"8622",10,4,5,4,1.00315736635275,"India","4.5","4:5",0.34
"8623",10,4,7,1,0.997308775675163,"India","4.7","1:7",0.34
"8624",10,2,2,4,1.01273858676776,"China","2.2","4:2",0.34
"8625",10,5,14,5,1.00442534231613,"Japan","5.14","5:14",0.34
"8626",10,2,4,6,1.00001419792611,"China","2.4","6:4",0.34
"8627",10,5,4,6,1.00018305259211,"Japan","5.4","6:4",0.34
"8628",10,6,4,6,1.00071411465805,"ROW","6.4","6:4",0.34
"8629",10,4,11,2,0.994526918262565,"India","4.11","2:11",0.34
"8630",10,6,3,5,0.954426777238571,"ROW","6.3","5:3",0.34
"8631",10,5,3,5,0.98210042626865,"Japan","5.3","5:3",0.34
"8632",10,7,27,4,0.975427132562035,"US","7.27","4:27",0.34
"8633",10,2,17,5,1.01514587658473,"China","2.17","5:17",0.34
"8634",10,6,4,3,1.02159041271492,"ROW","6.4","3:4",0.34
"8635",10,1,12,5,1.00458374048154,"Brazil","1.12","5:12",0.34
"8636",10,3,5,4,0.99280756561079,"EU","3.5","4:5",0.34
"8637",10,6,7,6,1.00080063321034,"ROW","6.7","6:7",0.34
"8638",10,2,7,6,1.00015191360915,"China","2.7","6:7",0.34
"8639",10,6,5,4,0.98277877496114,"ROW","6.5","4:5",0.34
"8640",10,5,31,4,1.00760692901468,"Japan","5.31","4:31",0.34
"8641",10,5,18,5,0.965627031202848,"Japan","5.18","5:18",0.34
"8642",10,6,17,5,0.949624376635863,"ROW","6.17","5:17",0.34
"8643",10,7,18,3,0.970405538156351,"US","7.18","3:18",0.34
"8644",10,1,6,2,1.00629479597726,"Brazil","1.6","2:6",0.34
"8645",10,1,32,3,0.990825375520705,"Brazil","1.32","3:32",0.34
"8646",10,3,8,5,0.98819268888758,"EU","3.8","5:8",0.34
"8647",10,3,8,4,0.976684139784807,"EU","3.8","4:8",0.34
"8648",10,7,5,6,1.00535561571544,"US","7.5","6:5",0.34
"8649",10,1,13,3,1.01061710058617,"Brazil","1.13","3:13",0.34
"8650",10,2,14,4,0.976146710123734,"China","2.14","4:14",0.34
"8651",10,3,9,4,0.9889328031958,"EU","3.9","4:9",0.34
"8652",10,5,2,3,0.991912749950254,"Japan","5.2","3:2",0.34
"8653",10,4,32,3,1.00736370076362,"India","4.32","3:32",0.34
"8654",10,6,1,2,0.989443626299638,"ROW","6.1","2:1",0.34
"8655",10,5,1,2,0.992129158278095,"Japan","5.1","2:1",0.34
"8656",10,5,33,3,1.01224016936406,"Japan","5.33","3:33",0.34
"8657",10,4,33,3,1.00569899683131,"India","4.33","3:33",0.34
"8658",10,1,2,3,1.00851083500703,"Brazil","1.2","3:2",0.34
"8659",10,5,34,4,1.00460561938984,"Japan","5.34","4:34",0.34
"8660",10,5,35,3,1.00764047138412,"Japan","5.35","3:35",0.34
"8661",10,6,35,3,1.01358146361802,"ROW","6.35","3:35",0.34
"8662",10,3,27,3,1.01082676457511,"EU","3.27","3:27",0.34
"8663",10,7,28,4,1.0131116417699,"US","7.28","4:28",0.34
"8664",10,3,1,2,0.995074306540224,"EU","3.1","2:1",0.34
"8665",10,3,4,2,0.997986655163607,"EU","3.4","2:4",0.34
"8666",10,1,27,3,0.984272024573352,"Brazil","1.27","3:27",0.34
"8667",10,7,16,5,0.966282300849475,"US","7.16","5:16",0.34
"8668",10,5,17,3,1.01083373447517,"Japan","5.17","3:17",0.34
"8669",10,7,1,2,0.994985713732307,"US","7.1","2:1",0.34
"8670",10,4,14,4,0.978215825231756,"India","4.14","4:14",0.34
