"rawshock","country","Weights","InWelfare","ElseWelfare","WorldWelfare"
0.33,"China","0.154","1.01148098430179","0.996559047309941","1.00288690715392"
0.33,"EU","0.121","1.01510515076979","0.994571201097549","0.995848347322021"
0.33,"India","0.0583","1.00531994475524","0.997702357941883","0.998703739668416"
0.33,"Japan","0.054","1.01279740335502","0.996722794160001","0.996963455295534"
0.33,"ROW","0.3917","1.0210548095386","0.995368558623114","0.99761804888369"
0.33,"US","0.1931","1.01890765587439","0.994589601590382","0.996186775676248"
0.34,"Brazil","0.0279","1.00946792305333","0.997361166482359","0.99934281493533"
0.34,"China","0.154","1.01157907300306","0.996129043769583","0.996964157303581"
0.34,"EU","0.121","1.01527416105669","0.997184231596538","0.998149106147972"
0.34,"India","0.0583","1.0052906924749","0.99792937140162","0.999020412010933"
0.34,"Japan","0.054","1.01291702499165","0.995655690475347","0.995646826905838"
0.34,"ROW","0.3917","1.02128759858587","0.989958241483227","0.997252006605542"
0.34,"US","0.1931","1.01913608371332","0.997235093561588","1.00146417475989"
0.35,"Brazil","0.0279","1.00953244612748","0.997871832654102","0.998759776811841"
0.35,"China","0.154","1.011667935338","0.994235820799682","0.995401827861121"
0.35,"EU","0.121","1.01543230695327","0.991840167625628","0.995226344161379"
0.35,"India","0.0583","1.00525482055587","0.995856020064562","0.99695721901331"
0.35,"Japan","0.054","1.01302659894556","0.99598482005223","0.998921908375948"
0.35,"ROW","0.3917","1.02150473258805","0.988520813717631","0.992548501380589"
0.35,"US","0.1931","1.01935146176854","0.99602980789755","1.00008242791246"
0.36,"Brazil","0.0279","1.00958952467869","0.995473139949365","0.997802466914392"
0.36,"China","0.154","1.01174789109309","0.997858016417451","0.999997057117499"
0.36,"EU","0.121","1.01557994961125","0.997774303033964","0.998673966656686"
0.36,"India","0.0583","1.00521259171484","0.997094808669801","0.997568075421327"
0.36,"Japan","0.054","1.0131264638975","0.994662630553172","0.99657599767711"
0.36,"ROW","0.3917","1.02170670916296","0.990546025823464","1.00275166548755"
0.36,"US","0.1931","1.01955421761568","0.996819803340121","0.995750068679738"
0.37,"Brazil","0.0279","1.00963942606882","0.996697831344046","0.997058901836868"
0.37,"China","0.154","1.01181924838569","0.997422861781785","0.997502105754564"
0.37,"EU","0.121","1.01571743731281","0.995745478171492","0.996657804266848"
0.37,"India","0.0583","1.0051642585666","0.995966099351439","0.998129268177962"
0.37,"Japan","0.054","1.0132169464893","0.99602051714552","0.995759299361175"
0.37,"ROW","0.3917","1.02189400924785","0.992060108878112","0.996021066181844"
0.37,"US","0.1931","1.0197447636826","0.996346263763598","1.00086451409796"
0.38,"Brazil","0.0279","1.00968240773389","0.996785560192045","0.997175055973125"
0.38,"China","0.154","1.01188230413338","0.996406773430524","1.00062827533851"
0.38,"EU","0.121","1.01584510597919","0.995896160826799","1.00303028827129"
0.38,"India","0.0583","1.00511006404506","0.997113334401588","0.997556801646528"
0.38,"Japan","0.054","1.01329836179537","0.99681753761086","0.9991225896525"
0.38,"ROW","0.3917","1.02206709780963","0.993128962984721","0.999275161054914"
0.38,"US","0.1931","1.01992349785518","0.993700644511729","0.998286534176552"
0.39,"Brazil","0.0279","1.00971871758694","0.997092986634798","0.99836949651129"
0.39,"China","0.154","1.01193734451049","0.996417094088705","0.996628403490142"
0.39,"EU","0.121","1.01596327966702","0.996732665567238","0.999741516503767"
0.39,"India","0.0583","1.00505024178595","0.994229244900351","0.995243855469041"
0.39,"Japan","0.054","1.01337101378601","0.997171436015628","0.99692142718727"
0.39,"ROW","0.3917","1.02222642432451","0.988056420748543","0.99536233188845"
0.39,"US","0.1931","1.02009080403775","0.995011037421877","0.999853940355401"
0.4,"Brazil","0.0279","1.00974859440512","0.994729711129213","1.00195759127947"
0.4,"China","0.154","1.01198464537971","0.991922227136908","0.994451192627946"
0.4,"EU","0.121","1.01607227103849","0.997252568858012","1.00008469609131"
0.4,"India","0.0583","1.00498501654478","0.99262785837636","0.993964074121821"
0.4,"Japan","0.054","1.01343519575884","0.996323288213944","0.998875957683611"
0.4,"ROW","0.3917","1.02237242342878","0.989809492124293","1.00256439231626"
0.4,"US","0.1931","1.02024705271984","0.996935878841122","1.0014372665171"
0.41,"Brazil","0.0279","1.00977226818253","0.997424127461282","1.00067523432053"
0.41,"China","0.154","1.01202447270265","0.991904978752174","0.992844302279498"
0.41,"EU","0.121","1.01617238179907","0.993734994416543","0.996449918289829"
0.41,"India","0.0583","1.00491460455016","0.994493812646702","0.995101344814673"
0.41,"Japan","0.054","1.0134911907583","0.996156569471305","0.997092639020802"
0.41,"ROW","0.3917","1.02250551541562","0.990166942057543","0.995354444592269"
0.41,"US","0.1931","1.02039260149344","0.989949630777161","1.00332190801378"
0.42,"Brazil","0.0279","1.00978996050043","0.996752224464832","0.998309440296265"
0.42,"China","0.154","1.01205708294019","0.996957173348732","0.997569985817678"
0.42,"EU","0.121","1.01626390314932","0.994551777141043","0.995789548893986"
0.42,"India","0.0583","1.00483921383802","0.992667908437657","0.993995809466823"
0.42,"Japan","0.054","1.0135392719761","0.99481518052274","0.996431809241232"
0.42,"ROW","0.3917","1.02262610677846","0.98781096443293","0.991576200036573"
0.42,"US","0.1931","1.02052779555158","0.995544929877638","0.998897172742469"
0.43,"Brazil","0.0279","1.00980188484538","0.996660016112091","0.996994479033689"
0.43,"China","0.154","1.01208272342412","0.996924408106523","0.997069392953881"
0.43,"EU","0.121","1.01634711617127","0.992900494067097","0.994283211369837"
0.43,"India","0.0583","1.00475904458562","0.992678251369225","0.993348325342745"
0.43,"Japan","0.054","1.01357970313106","0.997114053500695","0.999618587356365"
0.43,"ROW","0.3917","1.02273459064578","0.991415069810141","0.991903992515226"
0.43,"US","0.1931","1.02065296818234","0.989702116904978","0.996179315690232"
0.44,"Brazil","0.0279","1.00980824693104","0.994803617315189","0.99516715632102"
0.44,"China","0.154","1.01210163272035","0.994744324874091","0.997417350282414"
0.44,"EU","0.121","1.01642229223181","0.997203249201293","0.997552572597034"
0.44,"India","0.0583","1.00467428947987","0.997174143100195","0.997524716781608"
0.44,"Japan","0.054","1.01361273883463","0.996255540556434","0.998815612555208"
0.44,"ROW","0.3917","1.02283134739894","0.99184163637259","0.992633000545764"
0.44,"US","0.1931","1.02076844121873","0.995274529156014","0.995683426994569"
0.45,"Brazil","0.0279","1.00980924501951","0.997587547848045","1.00148844895004"
0.45,"China","0.154","1.01211404098115","0.995531862076603","0.997505662676466"
0.45,"EU","0.121","1.01648969336149","0.994077879714515","0.995705077298345"
0.45,"India","0.0583","1.00458513390007","0.994997870016272","0.996419598123823"
0.45,"Japan","0.054","1.01363862494543","0.994409682850353","0.993546729806809"
0.45,"ROW","0.3917","1.02291674495401","0.993663021325099","1.00512170487054"
0.45,"US","0.1931","1.02087452548717","0.99717214020671","0.998767502778116"
0.46,"Brazil","0.0279","1.00980507019336","0.996823229013964","0.99931093210207"
0.46,"China","0.154","1.01212017025034","0.996588290675387","0.998397265428778"
0.46,"EU","0.121","1.01654957263302","0.994696609835567","0.995986848641803"
0.46,"India","0.0583","1.00449175639298","0.996556785967418","0.99865032235099"
0.46,"Japan","0.054","1.01365759889844","0.995853288085116","0.998191804729363"
0.46,"ROW","0.3917","1.02299113937278","0.988779751421636","0.99504372093349"
0.46,"US","0.1931","1.02097152122067","0.995827397296906","0.998299065613729"
0.47,"Brazil","0.0279","1.00979590666273","0.995364939051332","0.996668414581331"
0.47,"China","0.154","1.01212023481225","0.993094689451868","0.996024623437366"
0.47,"EU","0.121","1.01660217443489","0.995808334163044","0.997231512738944"
0.47,"India","0.0583","1.00439432876681","0.994629519619647","0.996665309274121"
0.47,"Japan","0.054","1.01366989003152","0.995608221740582","0.997825347797394"
0.47,"ROW","0.3917","1.02305487518102","0.99023697772439","0.994970118033435"
0.47,"US","0.1931","1.02105971847255","0.995659750167658","0.995929682218972"
0.48,"Brazil","0.0279","1.00978193200413","0.995657310823713","0.99964093483857"
0.48,"China","0.154","1.01211444147912","0.992611111918107","0.994042819157321"
0.48,"EU","0.121","1.01664773489153","0.994831282729386","0.99813762311806"
0.48,"India","0.0583","1.00429301647142","0.994231673177098","0.997405236830059"
0.48,"Japan","0.054","1.0136757198805","0.995544696454371","0.99777068584536"
0.48,"ROW","0.3917","1.02310828579248","0.988262014870723","0.988484604912982"
0.48,"US","0.1931","1.02113939749963","0.992537680805091","0.998060672298806"
0.49,"Brazil","0.0279","1.00976331744369","0.997166687546953","0.999709658879835"
0.49,"China","0.154","1.01210298985822","0.992678946649683","0.994204120454976"
0.49,"EU","0.121","1.01668648212717","0.990221000372686","0.991201992618489"
0.49,"India","0.0583","1.00418797881334","0.996801894388641","0.998738297506991"
0.49,"Japan","0.054","1.01367530249474","0.992115802637015","0.997678273569405"
0.49,"ROW","0.3917","1.02315169392323","0.989159950535174","0.986099823047855"
0.49,"US","0.1931","1.02121082912702","0.988817665734154","0.995072785585316"
0.5,"Brazil","0.0279","1.00974022810333","0.99698390598684","0.997783053674174"
0.5,"China","0.154","1.01208607268063","0.990690231387998","0.993392216810068"
0.5,"EU","0.121","1.01671863654689","0.9960087800887","0.998514672720141"
0.5,"India","0.0583","1.00407936920976","0.996810009381668","0.997233813059646"
0.5,"Japan","0.054","1.01366884469504","0.994692094228335","0.996347008593539"
0.5,"ROW","0.3917","1.02318541193831","0.992314196431965","0.999474303073533"
0.5,"US","0.1931","1.02127427511379","0.99678556686519","1.001514336428"
0.51,"Brazil","0.0279","1.00971282321684","0.996225358416843","0.997701007974016"
0.51,"China","0.154","1.01206387600189","0.995693537299535","0.997323364718017"
0.51,"EU","0.121","1.01674441121705","0.99569043120527","0.998977683559117"
0.51,"India","0.0583","1.00396733539617","0.991257893598904","0.992543303637251"
0.51,"Japan","0.054","1.01365654636566","0.995607240742778","0.9984384538173"
0.51,"ROW","0.3917","1.02320974238204","0.98901655234822","0.995687662391574"
0.51,"US","0.1931","1.02132998848245","0.995625280895587","1.00058885993061"
0.52,"Brazil","0.0279","1.00968125637232","0.99667829797673","0.997738017137479"
0.52,"China","0.154","1.01203657950704","0.994285030803448","0.996404895523272"
0.52,"EU","0.121","1.0167640120175","0.995503170231149","0.998075732087297"
0.52,"India","0.0583","1.00385201969906","0.996223975603256","0.99657743192256"
0.52,"Japan","0.054","1.01363860069423","0.99665277297305","0.997688880370973"
0.52,"ROW","0.3917","1.02322497798978","0.990052001011569","0.99302835854776"
0.52,"US","0.1931","1.02137821385351","0.996305371386223","1.00114693726666"
0.53,"Brazil","0.0279","1.00964567572706","0.994876714494733","0.996519091116998"
0.53,"China","0.154","1.01200435672793","0.992846877734163","0.995797129499202"
0.53,"EU","0.121","1.0167776380085","0.995500526329279","0.998075056842464"
0.53,"India","0.0583","1.00373355921277","0.994750833725775","0.995274526621667"
0.53,"Japan","0.054","1.01361519443649","0.994921601515364","0.996889561845934"
0.53,"ROW","0.3917","1.02323140234564","0.987066199103518","0.99298598152877"
0.53,"US","0.1931","1.02141918775926","0.995699846614245","0.996833489489982"
0.54,"Brazil","0.0279","1.00960622423328","0.993651619572612","0.995598909591769"
0.54,"China","0.154","1.01196737528967","0.993903196336026","0.994626084948271"
0.54,"EU","0.121","1.01678548164587","0.988829028337639","0.992211759187935"
0.54,"India","0.0583","1.00361208599414","0.993826682507601","0.994365512273466"
0.54,"Japan","0.054","1.01358650813964","0.996883899280038","0.996125365949964"
0.54,"ROW","0.3917","1.02322928998473","0.986265785775116","0.988484979738417"
0.54,"US","0.1931","1.02145313891923","0.991549493199437","0.995882104906049"
0.55,"Brazil","0.0279","1.00956303979421","0.995305842542574","0.996038496943686"
0.55,"China","0.154","1.01192579710078","0.99475434045973","0.995898849557839"
0.55,"EU","0.121","1.01678772899623","0.988838318840113","0.990810046638701"
0.55,"India","0.0583","1.00348772725047","0.996257578785691","0.997841949062925"
0.55,"Japan","0.054","1.01355271637546","0.993983883624587","0.99509997952836"
0.55,"ROW","0.3917","1.02321890694551","0.985612741784964","0.991317423514007"
0.55,"US","0.1931","1.02148028856648","0.98707459285974","0.994862089951413"
0.56,"Brazil","0.0279","1.00951625548176","0.995925516079327","1.00055609438746"
0.56,"China","0.154","1.01187977861426","0.995102633010631","0.995979639414938"
0.56,"EU","0.121","1.01678456006096","0.995208532366552","0.995425136087059"
0.56,"India","0.0583","1.00336060558855","0.996935996045477","0.997535828547015"
0.56,"Japan","0.054","1.01351398797691","0.995894771725405","1.00149744971396"
0.56,"ROW","0.3917","1.02320051068539","0.987034082653935","0.994267103735104"
0.56,"US","0.1931","1.02150085069639","0.994293447872549","0.999547197357833"
0.57,"Brazil","0.0279","1.00946599976927","0.994533955146326","1.00140849648446"
0.57,"China","0.154","1.01182947101516","0.993256643999857","0.996116859360214"
0.57,"EU","0.121","1.01677614885421","0.993267581237808","0.994505240156462"
0.57,"India","0.0583","1.00323083917402","0.997122991553305","0.997965800292843"
0.57,"Japan","0.054","1.01347048621851","0.991133149360521","0.992339365550852"
0.57,"ROW","0.3917","1.02317435083595","0.983755635174139","0.99919594609887"
0.57,"US","0.1931","1.02151503233329","0.987272432083801","1.00252486981813"
0.58,"Brazil","0.0279","1.00941239660758","0.994096531880749","0.994368597267125"
0.58,"China","0.154","1.0117750203771","0.989672681997221","0.990700293327536"
0.58,"EU","0.121","1.01676266379111","0.991889618250687","0.992625853414471"
0.58,"India","0.0583","1.00309854181324","0.99022894558506","0.990961527638285"
0.58,"Japan","0.054","1.01342236902722","0.991327945168464","0.992521044056837"
0.58,"ROW","0.3917","1.02314066923287","0.988226511204117","1.00190238690398"
0.58,"US","0.1931","1.02152303378192","0.986733665296473","0.994644838804073"
0.59,"Brazil","0.0279","1.00935556563342","0.992500086635025","0.994537177983438"
0.59,"China","0.154","1.01171656791888","0.99184374544581","0.994904160106663"
0.59,"EU","0.121","1.01674426775731","0.995574500168923","0.995619961274415"
0.59,"India","0.0583","1.00296382324463","0.992937708078045","0.99350845383833"
0.59,"Japan","0.054","1.01336978919372","0.996204342702349","0.997254348151538"
0.59,"ROW","0.3917","1.02309969995596","0.9894379256151","1.00262324262442"
0.59,"US","0.1931","1.02152504890212","0.986802514307127","1.00225351961567"
0.6,"Brazil","0.0279","1.0092956224286","0.993201103911356","0.993912388082358"
0.6,"China","0.154","1.01165425011862","0.994373702394335","0.994725281837601"
0.6,"EU","0.121","1.01672111836412","0.996061180777715","0.999179525664711"
0.6,"India","0.0583","1.00282678922199","0.996635855215226","0.997899269147756"
0.6,"Japan","0.054","1.01331289453243","0.990834663613876","0.992958715574877"
0.6,"ROW","0.3917","1.02305167008001","0.983913041800744","0.992319341203002"
0.6,"US","0.1931","1.02152126526431","0.995063373798167","0.991606197820702"
0.61,"Brazil","0.0279","1.00923267843949","0.997206434152156","1.00030986678498"
0.61,"China","0.154","1.01158819893795","0.992096937830551","0.992788085297668"
0.61,"EU","0.121","1.01669336816574","0.988448946223394","0.990219847537176"
0.61,"India","0.0583","1.00268754162775","0.993940462321352","0.994432815894688"
0.61,"Japan","0.054","1.01325182807884","0.993358499805376","0.995372919636844"
0.61,"ROW","0.3917","1.022996799531","0.987820284062438","0.98710240847795"
0.61,"US","0.1931","1.02151186448404","0.986407409820881","0.99619336576632"
0.62,"Brazil","0.0279","1.00916684147169","0.993388305304801","0.996880241956037"
0.62,"China","0.154","1.01151854195808","0.994068984182996","0.99552422041678"
0.62,"EU","0.121","1.01666116473926","0.991413703237539","0.994468646079247"
0.62,"India","0.0583","1.00254617876157","0.993401338139024","0.994323316980093"
0.62,"Japan","0.054","1.01318672824913","0.990640442855957","1.00163129792211"
0.62,"ROW","0.3917","1.02293530153611","0.98717069509275","0.995186732138584"
0.62,"US","0.1931","1.02149702232543","0.98635313777178","1.00203151570065"
0.63,"Brazil","0.0279","1.0090982154841","0.994271021400903","0.99564606193852"
0.63,"China","0.154","1.01144540257107","0.988821130674804","0.990519738308379"
0.63,"EU","0.121","1.01662465098522","0.991325342707933","0.992608670070011"
0.63,"India","0.0583","1.00240279535755","0.993614785753181","0.994659466737392"
0.63,"Japan","0.054","1.01311772901427","0.993830936014659","0.99522972729601"
0.63,"ROW","0.3917","1.02286738276818","0.987578775279616","1.00140132283289"
0.63,"US","0.1931","1.02147690900319","0.98735208787578","1.00287911056849"
0.64,"Brazil","0.0279","1.00902690095431","0.99336732954582","0.995123978215131"
0.64,"China","0.154","1.01136890006197","0.991977737635798","0.993830849424693"
0.64,"EU","0.121","1.01658396521627","0.991183936839601","0.992655894477192"
0.64,"India","0.0583","1.00225748269055","0.99339526050624","0.99388618238403"
0.64,"Japan","0.054","1.01304496004136","0.995302490953877","1.00077081768098"
0.64,"ROW","0.3917","1.02279324346231","0.989743083149957","0.988261748763319"
0.64,"US","0.1931","1.02145168931215","0.99610238364208","0.997239263196426"
0.65,"Brazil","0.0279","1.00895299486284","0.99253858133432","0.994880301700472"
0.65,"China","0.154","1.01128914983325","0.99218203318257","0.992789649106052"
0.65,"EU","0.121","1.01653924136458","0.995509767514297","0.998054333850181"
0.65,"India","0.0583","1.00211032894486","0.995015095948684","0.995428748032361"
0.65,"Japan","0.054","1.01296854685863","0.995536241599948","0.996002693905566"
0.65,"ROW","0.3917","1.02271307786126","0.986231041284701","0.989514096286215"
0.65,"US","0.1931","1.02142152283449","0.993983062092787","1.00008826846966"
